timestamp,face_id,emotion,confidence
2025-06-06 20:33:09,1,fear,59.28
2025-06-06 20:33:09,1,sad,47.45
2025-06-06 20:33:09,1,neutral,42.10
2025-06-06 20:33:09,1,neutral,90.24
2025-06-06 20:33:10,1,neutral,92.15
2025-06-06 20:33:10,1,neutral,90.93
2025-06-06 20:33:10,1,neutral,94.14
2025-06-06 20:33:10,1,neutral,95.18
2025-06-06 20:33:10,1,neutral,88.70
2025-06-06 20:33:11,1,neutral,77.94
2025-06-06 20:33:11,1,neutral,85.39
2025-06-06 20:33:11,1,neutral,74.78
2025-06-06 20:33:11,1,neutral,68.25
2025-06-06 20:33:11,1,neutral,83.93
2025-06-06 20:33:11,1,neutral,86.58
2025-06-06 20:33:12,1,neutral,64.69
2025-06-06 20:33:12,1,neutral,72.08
2025-06-06 20:33:12,1,neutral,88.86
2025-06-06 20:33:12,1,neutral,84.01
2025-06-06 20:33:12,1,neutral,76.95
2025-06-06 20:33:12,1,neutral,76.92
2025-06-06 20:33:13,1,neutral,67.55
2025-06-06 20:33:13,1,neutral,83.38
2025-06-06 20:33:13,1,neutral,93.46
2025-06-06 20:33:13,1,neutral,83.04
2025-06-06 20:33:13,1,fear,49.45
2025-06-06 20:58:07,1,fear,99.97,WindowsTerminal.exe - C:\Windows\System32\cmd.exe - python  emotion_cam.py
2025-06-06 20:58:07,1,angry,76.06,python.exe - DeepFace Emotion
2025-06-06 20:58:07,1,angry,92.45,python.exe - DeepFace Emotion
2025-06-06 20:58:07,1,angry,76.72,python.exe - DeepFace Emotion
2025-06-06 20:58:07,1,angry,80.83,python.exe - DeepFace Emotion
2025-06-06 20:58:07,1,angry,83.27,python.exe - DeepFace Emotion
2025-06-06 20:58:07,1,angry,63.30,python.exe - DeepFace Emotion
2025-06-06 20:58:07,1,angry,58.75,python.exe - DeepFace Emotion
2025-06-06 20:58:08,1,angry,72.85,python.exe - DeepFace Emotion
2025-06-06 20:58:08,1,angry,67.68,python.exe - DeepFace Emotion
2025-06-06 20:58:08,1,angry,61.05,python.exe - DeepFace Emotion
2025-06-06 20:58:08,1,angry,41.86,python.exe - DeepFace Emotion
2025-06-06 20:58:08,1,angry,41.36,python.exe - DeepFace Emotion
2025-06-06 20:58:08,1,angry,51.73,python.exe - DeepFace Emotion
2025-06-06 20:58:09,1,angry,50.93,python.exe - DeepFace Emotion
2025-06-06 20:58:09,1,angry,57.97,python.exe - DeepFace Emotion
2025-06-06 20:58:09,1,angry,55.75,python.exe - DeepFace Emotion
2025-06-06 20:58:09,1,angry,45.86,python.exe - DeepFace Emotion
2025-06-06 20:58:09,1,neutral,36.88,python.exe - DeepFace Emotion
2025-06-06 20:58:09,1,sad,63.40,python.exe - DeepFace Emotion
2025-06-06 20:58:09,1,angry,50.07,python.exe - DeepFace Emotion
2025-06-06 20:58:09,1,sad,47.51,python.exe - DeepFace Emotion
2025-06-06 20:58:10,1,happy,56.64,python.exe - DeepFace Emotion
2025-06-06 20:58:10,1,happy,99.30,python.exe - DeepFace Emotion
2025-06-06 20:58:10,1,happy,35.46,python.exe - DeepFace Emotion
2025-06-06 20:58:10,1,neutral,53.88,python.exe - DeepFace Emotion
2025-06-06 20:58:10,1,neutral,40.85,python.exe - DeepFace Emotion
2025-06-06 20:58:10,1,fear,34.16,python.exe - DeepFace Emotion
2025-06-06 20:58:11,1,neutral,78.98,python.exe - DeepFace Emotion
2025-06-06 20:58:11,1,neutral,68.14,python.exe - DeepFace Emotion
2025-06-06 20:58:11,1,happy,99.92,python.exe - DeepFace Emotion
2025-06-06 20:58:11,1,happy,100.00,python.exe - DeepFace Emotion
2025-06-06 20:58:11,1,happy,100.00,python.exe - DeepFace Emotion
2025-06-06 20:58:11,1,happy,100.00,python.exe - DeepFace Emotion
2025-06-06 20:58:12,1,happy,100.00,python.exe - DeepFace Emotion
2025-06-06 20:58:12,1,happy,99.98,python.exe - DeepFace Emotion
2025-06-06 20:58:12,1,sad,48.47,python.exe - DeepFace Emotion
2025-06-06 20:58:12,1,angry,54.74,python.exe - DeepFace Emotion
2025-06-06 20:58:12,1,angry,55.80,python.exe - DeepFace Emotion
2025-06-06 20:58:12,1,sad,56.05,python.exe - DeepFace Emotion
2025-06-06 20:58:13,1,angry,55.13,python.exe - DeepFace Emotion
2025-06-06 20:58:13,1,angry,44.34,python.exe - DeepFace Emotion
2025-06-06 20:58:13,1,neutral,37.55,python.exe - DeepFace Emotion
2025-06-06 20:58:13,1,angry,42.59,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:13,1,angry,51.02,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:13,1,sad,37.30,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:14,1,angry,55.89,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:14,1,sad,41.75,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:14,1,sad,51.38,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:14,1,sad,57.52,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:14,1,sad,42.75,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:14,1,sad,52.49,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:14,1,sad,41.67,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:15,1,neutral,45.51,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:15,1,angry,38.05,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:15,1,sad,79.67,brave.exe - Foreground app emotion logging - Brave
2025-06-06 20:58:15,1,sad,47.26,explorer.exe - Task Switching
2025-06-06 20:58:15,1,sad,47.55,explorer.exe - Task Switching
2025-06-06 20:58:15,1,angry,43.96,explorer.exe - Task Switching
2025-06-06 20:58:15,1,neutral,38.64,explorer.exe - Task Switching
2025-06-06 20:58:16,1,angry,43.32,explorer.exe - Task Switching
2025-06-06 20:58:16,1,sad,36.07,explorer.exe - Task Switching
2025-06-06 20:58:16,1,sad,40.22,explorer.exe - Task Switching
2025-06-06 20:58:16,1,angry,35.47,explorer.exe - Task Switching
2025-06-06 20:58:16,1,sad,40.80,explorer.exe - Task Switching
2025-06-06 20:58:16,1,angry,35.60,explorer.exe - Task Switching
2025-06-06 20:58:17,1,angry,36.61,explorer.exe - Task Switching
2025-06-06 20:58:17,1,sad,35.37,explorer.exe - Task Switching
2025-06-06 20:58:17,1,angry,39.69,explorer.exe - Task Switching
2025-06-06 20:58:17,1,neutral,34.63,explorer.exe - Task Switching
2025-06-06 20:58:17,1,neutral,36.31,explorer.exe - Task Switching
2025-06-06 20:58:17,1,angry,33.35,explorer.exe - Task Switching
2025-06-06 20:58:17,1,angry,48.61,explorer.exe - Task Switching
2025-06-06 20:58:18,1,sad,45.46,explorer.exe - Task Switching
2025-06-06 20:58:18,1,angry,41.71,explorer.exe - Task Switching
2025-06-06 20:58:18,1,neutral,43.69,explorer.exe - Task Switching
2025-06-06 20:58:18,1,neutral,40.57,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
